Slice,Mean
513,106.18515625
514,106.371875
515,106.05625
516,116.04296875
517,115.75
518,116.02578125
519,115.91171875
520,116.21875
521,116.275
522,116.30078125
523,116.1609375
524,116.090625
525,106.553125
526,106.271875
527,105.915625
528,106.278125
529,105.94765625
530,106.26796875
531,106.00859375
532,105.74765625
533,106.071875
534,106.2109375
535,106.26796875
536,106.47109375
537,112.31484375
538,115.47109375
539,115.834375
540,116.24140625
541,115.34375
542,115.9265625
543,116.271875
544,116.125
545,115.81171875
546,114.2796875
547,106.8328125
548,106.5015625
549,106.27265625
550,106.634375
551,106.23125
552,106.36015625
553,106.128125
554,106.259375
555,105.86484375
556,106.0625
557,106.06015625
558,106.72109375
559,106.553125
560,106.82109375
561,106.60703125
562,106.21484375
563,106.24609375
564,116.30625
565,115.99296875
566,115.7078125
567,115.90703125
568,115.85703125
569,115.9953125
570,116.0671875
571,115.8390625
572,115.8796875
573,106.4234375
574,106.3140625
575,106.5609375
576,106.51875
577,106.46484375
578,106.33203125
579,105.99453125
580,106.41484375
581,106.52578125
582,106.15546875
583,105.8359375
584,106.02578125
585,106.10390625
586,106.215625
587,106.0625
588,106.178125
589,106.10078125
590,105.97734375
591,116.11796875
592,115.89296875
593,115.6484375
594,116.0609375
595,115.8953125
596,115.94140625
597,115.94765625
598,116.271875
599,116.3953125
600,106.6484375
601,106.5671875
602,106.4671875
603,105.8765625
604,106.36796875
605,106.51796875
606,106.28515625
607,105.8875
608,106.2453125
609,106.2546875
610,106.4265625
611,106.45078125
612,115.89765625
613,115.9671875
614,116.08203125
615,116.20859375
616,116.328125
617,116.10625
618,116.18046875
619,115.5703125
620,115.98359375
621,106.584375
622,106.18671875
623,106.31953125
624,106.21875
625,106.41015625
626,105.94296875
627,106.1265625
628,105.653125
629,106.0140625
630,105.5640625
631,106.0734375
632,105.9734375
633,105.58046875
634,105.69296875
635,105.55078125
636,106.0640625
637,105.86171875
638,106.22734375
639,105.91640625
640,106.196875
641,108.1265625
642,116.26953125
643,116.33515625
644,116.13046875
645,116.23203125
646,116.1078125
647,115.95625
648,116.52265625
649,116.1453125
650,116.10234375
651,106.63125
652,106.315625
653,106.22109375
654,106.2046875
655,106.421875
656,105.996875
657,105.725
658,105.9015625
659,106.13046875
660,105.959375
661,106.028125
662,106.0578125
663,116.01875
664,116.346875
665,116.421875
666,116.4453125
667,116.33046875
668,116.05625
669,116.17578125
670,116.0734375
671,116.16953125
672,106.63671875
673,106.72421875
674,106.6984375
675,106.4890625
676,106.5890625
677,106.41484375
678,106.04453125
679,106.04765625
680,106.171875
681,105.953125
682,105.90546875
683,105.796875
684,115.6765625
685,115.14453125
686,115.8484375
687,116.04765625
688,116.13671875
689,115.85859375
690,116.01484375
691,115.98359375
692,116.12109375
693,105.8140625
694,105.92265625
695,105.79375
696,106.34453125
697,106.12421875
698,106.540625
699,106.56953125
700,106.33203125
701,106.0484375
702,106.16640625
703,106.171875
704,105.92109375
705,106.16171875
706,106.0578125
707,106.13125
708,106.334375
709,106.1953125
710,106.27734375
711,106.6453125
712,106.25703125
713,114.48984375
714,116.10703125
715,116.3921875
716,115.96171875
717,115.86640625
718,116.68359375
719,116.58828125
720,116.5328125
721,116.246875
722,112.76953125
723,106.4984375
724,106.2484375
725,106.1453125
726,106.2671875
727,106.62265625
728,106.878125
729,106.67265625
730,106.728125
731,106.51484375
732,106.34296875
733,106.10625
734,106.50546875
735,106.4484375
736,106.70546875
737,106.51171875
738,106.22734375
739,106.028125
740,106.2984375
741,106.109375
742,115.8859375
743,116.0140625
744,115.8453125
745,115.43125
746,115.9984375
747,116.1015625
748,116.0390625
749,115.87578125
750,116.1546875
751,106.17578125
752,106.01015625
753,106.2765625
754,106.3171875
755,105.9859375
756,106.078125
757,106.3625
758,106.5671875
759,106.16171875
760,106.4234375
761,106.878125
762,106.8359375
763,106.3125
764,106.6015625
765,106.5375
766,116.58203125
767,116.528125
768,116.28984375
769,116.43984375
770,116.15625
771,116.03125
772,116.146875
773,116.19609375
774,115.91796875
775,106.94375
776,106.246875
777,106.159375
778,106.334375
779,106.38203125
780,106.503125
781,106.23984375
782,106.403125
783,106.11484375
784,106.54765625
785,116.16484375
786,116.3203125
787,115.9921875
788,116.315625
789,116.559375
790,116.5578125
791,116.1421875
792,116.49140625
793,116.5546875
794,106.88515625
795,106.65859375
796,106.63671875
797,106.58046875
798,106.665625
799,106.2484375
800,106.20625
801,106.1375
802,106.21328125
803,105.996875
804,106.22109375
805,106.60546875
806,106.0796875
807,106.38984375
808,105.73984375
809,106.05859375
810,106.0
811,106.34453125
812,116.4890625
813,116.353125
814,116.37265625
815,115.5703125
816,116.12734375
817,116.34375
818,116.11484375
819,116.05078125
820,115.97265625
821,106.16171875
822,106.33515625
823,106.51640625
824,106.32109375
825,106.5828125
826,106.0890625
827,106.03203125
828,106.3265625
829,106.23359375
830,106.1125
831,105.94921875
832,106.21796875
833,106.4609375
834,116.36875
835,116.221875
836,116.38203125
837,116.44921875
838,116.05078125
839,116.21953125
840,116.31328125
841,116.3046875
842,115.94765625
843,107.04921875
844,106.65390625
845,106.5
846,106.81875
847,106.7390625
848,106.78984375
849,106.4765625
850,106.79140625
851,106.46640625
852,106.79765625
853,106.65
854,106.4625
855,106.4734375
856,106.45625
857,106.259375
858,106.209375
859,116.0265625
860,116.1875
861,116.23828125
862,116.22578125
863,116.18671875
864,116.325
865,116.02421875
866,116.665625
867,116.184375
868,106.6421875
869,106.559375
870,106.4921875
871,106.63203125
872,106.2609375
873,106.290625
874,106.33828125
875,106.30546875
876,106.1296875
877,106.07890625
878,106.35859375
879,106.22109375
880,106.4640625
881,106.30625
882,110.0640625
883,116.12890625
884,116.353125
885,116.35625
886,116.525
887,116.28359375
888,116.27109375
889,116.009375
890,116.3828125
891,116.22265625
892,106.27265625
893,105.86640625
894,106.26796875
895,106.4453125
896,106.28125
897,106.28359375
898,106.48671875
899,106.5046875
900,106.96171875
901,106.284375
902,106.3859375
903,106.28671875
904,106.53515625
905,106.14921875
906,106.45078125
907,106.41171875
908,106.528125
909,106.159375
910,106.24765625
911,114.06875
912,115.81796875
913,116.3953125
914,116.13046875
915,116.11484375
916,116.2421875
917,116.2171875
918,116.28828125
919,116.33671875
920,114.5640625
921,107.446875
922,106.54609375
923,106.6625
924,106.6421875
925,106.20390625
926,106.5234375
927,106.49140625
928,106.10703125
929,106.1921875
930,105.9828125
931,105.978125
932,116.084375
933,116.0296875
934,115.996875
935,115.71328125
936,116.07578125
937,116.053125
938,116.2546875
939,116.2640625
940,116.059375
941,107.13828125
942,106.665625
943,106.5859375
944,106.57265625
945,106.103125
946,106.546875
947,106.1875
948,106.65078125
949,106.19609375
950,106.69609375
951,106.509375
952,106.71484375
953,106.57421875
954,106.73671875
955,106.1171875
956,106.7546875
957,106.60390625
958,115.7828125
959,116.0203125
960,116.2703125
961,116.45078125
962,116.77421875
963,116.29140625
964,116.3625
965,116.4046875
966,115.92734375
967,109.7328125
968,106.75390625
969,106.78046875
970,106.53125
971,106.01484375
972,106.496875
973,106.45859375
974,106.496875
975,106.37265625
976,106.68046875
977,106.4890625
978,106.2421875
979,106.06640625
980,106.3203125
981,115.6078125
982,116.05859375
983,115.98359375
984,116.18515625
985,116.01484375
986,116.08203125
987,116.18515625
988,116.22421875
989,116.06953125
990,106.32109375
991,106.175
992,105.984375
993,105.95078125
994,105.9375
995,106.21484375
996,106.196875
997,106.15703125
998,106.24609375
999,105.9125
1000,106.3234375
1001,105.8109375
1002,106.1078125
1003,105.878125
1004,105.94453125
1005,105.5734375
1006,106.325
1007,106.0765625
1008,106.34375
1009,105.91953125
1010,115.83984375
1011,115.834375
1012,116.02265625
1013,116.13828125
1014,116.33984375
1015,116.3375
1016,116.5859375
1017,116.1234375
1018,116.31484375
1019,106.66875
1020,106.91796875
1021,105.91796875
1022,106.4625
1023,105.94296875
1024,106.1390625
1025,105.99296875
1026,106.284375
1027,106.2265625
1028,106.4546875
1029,116.0296875
1030,116.16328125
1031,116.21875
1032,116.04375
1033,116.3421875
1034,116.4671875
1035,116.49921875
1036,116.56171875
1037,116.284375
1038,106.4546875
1039,105.98203125
1040,106.30546875
1041,106.4171875
1042,106.515625
1043,106.16484375
1044,105.9828125
1045,106.128125
1046,106.159375
1047,106.2109375
1048,106.16484375
1049,106.40625
1050,106.35625
1051,106.5375
1052,106.3421875
1053,106.4078125
1054,114.0890625
1055,116.25546875
1056,116.24296875
1057,116.16953125
1058,116.38671875
1059,116.26796875
1060,116.309375
1061,116.21484375
1062,116.11015625
1063,114.284375
1064,106.2921875
1065,105.9421875
1066,106.2390625
1067,106.17421875
1068,106.39140625
1069,106.5125
1070,106.54765625
1071,106.48359375
1072,106.87890625
1073,106.2546875
1074,106.65703125
1075,106.61875
1076,106.8140625
1077,106.5265625
1078,106.33359375
1079,106.38359375
1080,106.71171875
1081,106.31484375
1082,116.06484375
1083,116.05
1084,116.3890625
1085,116.0
1086,116.3
1087,116.0765625
1088,116.275
1089,116.365625
1090,116.5265625
1091,105.92734375
1092,106.60546875
1093,106.53515625
1094,106.4640625
1095,106.51015625
1096,106.58828125
1097,106.20234375
1098,106.21328125
1099,105.91015625
1100,106.07265625
1101,106.16328125
1102,106.415625
1103,115.89140625
1104,115.8328125
1105,116.02578125
1106,115.89453125
1107,116.25
1108,116.0328125
1109,116.03359375
1110,116.1390625
1111,116.18203125
1112,106.68671875
1113,106.259375
1114,106.74765625
1115,106.7890625
1116,106.71953125
1117,106.24921875
1118,106.346875
1119,106.45078125
1120,106.54921875
1121,106.10625
1122,106.39140625
1123,106.36796875
1124,106.3984375
1125,106.53203125
1126,116.6109375
1127,116.50859375
1128,116.6484375
1129,116.484375
1130,116.80078125
1131,116.59765625
1132,116.6796875
1133,116.384375
1134,116.20390625
1135,106.7578125
1136,106.4953125
1137,106.30390625
1138,106.89765625
1139,106.51953125
1140,106.55703125
1141,106.39921875
1142,106.56484375
1143,106.50390625
1144,106.70859375
1145,106.47734375
1146,106.75
1147,106.65078125
1148,106.56640625
1149,106.5765625
1150,116.34296875
1151,116.9109375
1152,116.621875
1153,116.13125
1154,116.5625
1155,116.41484375
1156,116.7125
1157,116.46015625
1158,116.4
1159,107.00625
1160,106.86953125
1161,106.709375
1162,106.5078125
1163,106.27734375
1164,106.16875
1165,105.91640625
1166,106.13125
1167,106.19765625
1168,106.31640625
1169,106.2140625
1170,106.21171875
1171,106.1546875
1172,106.55
1173,106.57109375
1174,106.3296875
1175,106.59921875
1176,106.83984375
1177,106.17734375
1178,106.6359375
1179,106.396875
1180,116.51796875
1181,116.3609375
1182,116.58515625
1183,116.25390625
1184,116.5734375
1185,116.640625
1186,116.5125
1187,116.378125
1188,116.17265625
1189,106.8484375
1190,106.590625
1191,106.3671875
1192,106.42734375
1193,106.1484375
1194,106.646875
1195,106.6703125
1196,106.29765625
1197,106.30390625
1198,106.43125
1199,116.81015625
1200,116.41015625
1201,116.5015625
1202,116.5484375
1203,116.4421875
1204,116.52734375
1205,116.34765625
1206,116.75859375
1207,116.49140625
1208,106.909375
1209,107.03046875
1210,106.80078125
1211,106.6515625
1212,106.62578125
1213,106.459375
1214,106.31796875
1215,106.2765625
1216,106.396875
1217,106.11796875
1218,106.36328125
1219,106.2921875
1220,106.37578125
1221,106.21796875
1222,105.9953125
1223,106.21171875
1224,105.7484375
1225,116.04921875
1226,116.325
1227,116.2515625
1228,116.59609375
1229,116.85625
1230,116.69296875
1231,116.8140625
1232,116.61953125
1233,116.6421875
1234,106.225
1235,105.9859375
1236,106.1234375
1237,105.89296875
1238,105.97265625
1239,106.05546875
1240,106.4109375
1241,106.18359375
1242,106.6203125
1243,106.6484375
1244,106.77734375
1245,106.33046875
1246,106.5875
1247,106.47265625
1248,106.746875
1249,106.76640625
1250,106.62578125
1251,116.646875
1252,116.7953125
1253,116.61953125
1254,116.66875
1255,116.3046875
1256,116.675
1257,116.521875
1258,116.9625
1259,116.996875
1260,106.83515625
1261,106.3671875
1262,106.90234375
1263,106.84453125
1264,106.615625
1265,106.41796875
1266,106.396875
1267,106.66796875
1268,106.49921875
1269,105.940625
1270,106.12890625
1271,106.28125
1272,116.35859375
1273,116.284375
1274,116.43359375
1275,115.9734375
1276,116.00625
1277,116.39921875
1278,116.4421875
1279,116.41328125
1280,116.40625
1281,106.90078125
1282,106.428125
1283,106.64765625
1284,106.3
1285,106.4
1286,105.9953125
1287,106.43828125
1288,106.459375
1289,106.1796875
1290,106.34609375
1291,106.1203125
1292,106.48125
1293,106.7953125
1294,106.134375
1295,105.65859375
1296,106.10859375
1297,106.1390625
1298,106.52265625
1299,115.225
1300,115.978125
1301,116.18203125
1302,116.2828125
1303,116.0046875
1304,116.43046875
1305,116.19375
1306,116.31953125
1307,116.04609375
1308,106.29765625
1309,106.04140625
1310,105.99453125
1311,105.83046875
1312,106.2171875
1313,105.9984375
1314,106.4359375
1315,105.690625
1316,106.28046875
1317,106.02578125
1318,106.36875
1319,106.2515625
1320,106.87734375
1321,106.7265625
1322,106.7375
1323,106.48359375
1324,106.396875
1325,112.03203125
1326,116.32734375
1327,116.0859375
1328,116.22734375
1329,116.140625
1330,116.00859375
1331,116.27734375
1332,116.27421875
1333,116.33203125
1334,115.9328125
1335,107.48203125
1336,106.94375
1337,106.50234375
1338,106.65546875
1339,106.15234375
1340,106.5296875
1341,106.30703125
1342,106.3078125
1343,106.1765625
1344,106.5328125
1345,106.34140625
1346,106.74609375
1347,106.12578125
1348,106.25703125
1349,106.36171875
1350,106.1671875
1351,106.3828125
1352,106.55546875
1353,105.915625
1354,106.1140625
1355,115.91875
1356,116.09140625
1357,116.03671875
1358,116.23125
1359,115.80234375
1360,116.5703125
1361,116.11328125
1362,116.20859375
1363,116.0515625
1364,106.57890625
1365,106.165625
1366,106.078125
1367,105.94375
1368,105.9
1369,106.43671875
1370,106.40234375
1371,106.20703125
1372,106.5390625
1373,106.446875
1374,106.55078125
1375,106.2984375
1376,106.49921875
1377,106.99296875
1378,106.290625
1379,106.13359375
1380,106.5953125
1381,106.321875
1382,106.3
1383,116.37109375
1384,116.81484375
1385,116.525
1386,116.88515625
1387,116.73359375
1388,116.86484375
1389,116.45078125
1390,116.1859375
1391,115.9515625
1392,106.4109375
1393,106.465625
1394,106.31328125
1395,106.73203125
1396,106.5875
1397,106.38046875
1398,106.4359375
1399,106.18203125
1400,106.1796875
1401,105.8828125
1402,106.071875
1403,105.99375
1404,106.4375
1405,106.353125
1406,106.50546875
1407,115.87890625
1408,116.3875
1409,115.9734375
1410,116.25546875
1411,116.4125
1412,116.40234375
1413,116.2125
1414,116.190625
1415,115.81875
1416,106.52578125
1417,106.178125
1418,106.3578125
1419,106.37109375
1420,106.6796875
1421,106.35859375
1422,106.56875
1423,106.12890625
1424,106.42421875
1425,106.43125
1426,106.39765625
1427,105.97421875
1428,111.13671875
1429,116.03359375
1430,116.3984375
1431,115.965625
1432,116.540625
1433,116.40234375
1434,116.50234375
1435,116.2921875
1436,116.4015625
1437,116.153125
1438,106.725
1439,106.65546875
1440,106.8671875
1441,106.59296875
1442,106.525
1443,105.9421875
1444,106.39140625
1445,106.7296875
1446,106.78515625
1447,106.62109375
1448,106.71640625
1449,106.3203125
1450,116.2703125
1451,116.025
1452,116.2484375
1453,116.41796875
1454,116.13046875
1455,116.3125
1456,116.64453125
1457,116.2171875
1458,116.146875
1459,107.0703125
1460,106.6078125
1461,106.5984375
1462,106.35625
1463,106.46640625
1464,106.36953125
1465,106.50078125
1466,106.73515625
1467,106.621875
1468,106.815625
1469,106.13671875
1470,106.30625
1471,106.23515625
1472,106.3796875
1473,116.47265625
1474,116.64609375
1475,116.26015625
1476,116.30390625
1477,116.1625
1478,116.64375
1479,116.465625
1480,116.50390625
1481,116.340625
1482,106.79765625
1483,106.2640625
1484,106.484375
1485,106.43359375
1486,106.38671875
1487,106.26640625
1488,106.49765625
1489,106.34140625
1490,106.43125
1491,106.11171875
1492,106.396875
1493,106.5078125
1494,106.71328125
1495,106.2875
1496,106.6078125
1497,106.5875
1498,107.93828125
1499,116.31953125
1500,116.3078125
1501,115.925
1502,116.4484375
1503,116.3078125
1504,116.34921875
1505,116.29609375
1506,116.46328125
1507,116.278125
1508,106.33671875
1509,106.68984375
1510,106.609375
1511,106.490625
1512,106.5703125
1513,106.58984375
1514,106.4359375
1515,106.35546875
1516,106.47578125
1517,106.8171875
1518,106.5078125
1519,116.41796875
1520,116.14609375
1521,115.428125
1522,116.67734375
1523,116.3328125
1524,116.3546875
1525,115.8109375
1526,116.07109375
1527,116.31953125
1528,106.88046875
1529,106.41875
1530,106.653125
1531,106.5796875
1532,106.21484375
1533,106.65703125
1534,106.2890625
1535,106.39140625
1536,106.11953125
1537,106.31015625
1538,106.43515625
1539,106.08203125
1540,106.57421875
1541,106.2015625
1542,106.44296875
1543,106.88984375
1544,106.66640625
1545,106.45703125
1546,107.0078125
1547,109.73125
1548,116.28671875
1549,116.16953125
1550,116.3890625
1551,115.8671875
1552,116.45625
1553,116.14375
1554,116.4015625
1555,116.6015625
1556,116.303125
1557,107.08046875
1558,106.28203125
1559,106.65859375
1560,106.621875
1561,106.99921875
1562,106.69609375
1563,106.6109375
1564,106.428125
1565,106.31640625
1566,106.59453125
1567,106.48046875
1568,106.6421875
1569,106.33984375
1570,111.840625
1571,116.20078125
1572,115.9640625
1573,115.8046875
1574,116.23671875
1575,116.07265625
1576,116.046875
1577,116.41015625
1578,116.11328125
1579,115.75
1580,106.990625
1581,106.884375
1582,106.68671875
1583,106.71875
1584,106.38125
1585,106.24375
1586,106.6734375
1587,106.81640625
1588,106.58671875
1589,106.34921875
1590,106.940625
1591,116.46171875
1592,116.28671875
1593,116.8125
1594,116.7421875
1595,116.721875
1596,116.7421875
1597,116.66484375
1598,116.60625
1599,116.39765625
1600,106.72421875
1601,106.7953125
1602,106.16171875
1603,106.46953125
1604,106.60625
1605,106.446875
1606,106.6109375
1607,106.4078125
1608,106.2015625
1609,106.0375
1610,106.2609375
1611,106.16484375
1612,106.79609375
1613,106.12890625
1614,106.19296875
1615,106.23046875
1616,116.3921875
1617,116.44375
1618,116.81640625
1619,116.6984375
1620,116.46484375
1621,116.56171875
1622,116.16796875
1623,116.1734375
1624,116.68046875
1625,107.46640625
1626,107.00234375
1627,106.48984375
1628,106.534375
1629,106.45703125
1630,106.25078125
1631,106.25546875
1632,106.26328125
1633,106.3484375
1634,106.225
1635,106.37109375
1636,106.31015625
1637,106.71875
1638,106.59765625
1639,106.18515625
1640,106.478125
1641,106.18359375
1642,106.478125
1643,116.13515625
1644,116.2625
1645,116.2609375
1646,116.515625
1647,115.98203125
1648,116.17578125
1649,116.08359375
1650,116.18828125
1651,116.0375
1652,106.52890625
1653,106.125
1654,106.6515625
1655,106.51953125
1656,106.49921875
1657,106.871875
1658,106.81953125
1659,106.79453125
1660,106.928125
1661,106.49921875
1662,106.721875
1663,106.42734375
1664,116.2890625
1665,115.91796875
1666,116.55703125
1667,116.515625
1668,116.6546875
1669,116.18984375
1670,116.71796875
1671,116.27265625
1672,116.115625
1673,106.5375
1674,106.4703125
1675,106.39140625
1676,106.81640625
1677,106.45234375
1678,106.428125
1679,106.48203125
1680,106.871875
1681,106.90546875
1682,106.01796875
1683,106.284375
1684,106.49140625
1685,106.0296875
1686,106.884375
1687,116.19453125
1688,116.1125
1689,116.1375
1690,116.390625
1691,116.17265625
1692,116.1234375
1693,116.17578125
1694,116.509375
1695,116.18359375
1696,106.23671875
1697,106.384375
1698,106.60078125
1699,106.5515625
1700,106.43828125
1701,106.434375
1702,105.91484375
1703,105.7578125
1704,105.7390625
1705,105.91328125
1706,106.22734375
1707,106.0046875
1708,106.36953125
1709,106.2359375
1710,106.80546875
1711,106.846875
1712,107.10625
1713,106.17890625
1714,105.93671875
1715,115.840625
1716,116.2546875
1717,115.93359375
1718,116.11875
1719,116.071875
1720,116.3484375
