index, frame_type, GPU Time, time.time()
587,0,14348822,1740586854.633548
588,0,14373690,1740586854.657205
589,0,14398558,1740586854.683769
590,0,14423426,1740586854.709403
591,0,14448296,1740586854.732640
592,0,14473162,1740586854.757764
593,0,14498030,1740586854.781843
594,0,14522900,1740586854.809001
595,0,14547767,1740586854.833512
596,0,14572634,1740586854.857278
597,0,14597502,1740586854.882030
598,0,14622370,1740586854.906739
599,0,14647238,1740586854.931375
600,0,14672106,1740586854.958528
601,0,14696974,1740586854.980608
602,0,14721841,1740586855.007449
603,0,14746710,1740586855.031915
604,0,14771577,1740586855.057153
605,0,14796446,1740586855.084456
606,0,14821314,1740586855.105836
607,0,14846183,1740586855.132396
608,0,14871050,1740586855.155508
609,0,14895917,1740586855.179739
610,2,-1000,1740586855.201520
611,1,14920787,1740586855.211520
612,0,14945653,1740586855.232495
613,0,14970521,1740586855.254889
614,0,14995389,1740586855.279065
615,0,15020257,1740586855.304006
616,0,15045125,1740586855.329926
617,0,15069994,1740586855.355165
618,0,15094861,1740586855.378737
619,0,15119729,1740586855.403400
620,0,15144597,1740586855.430923
621,0,15169467,1740586855.455457
622,0,15194333,1740586855.480249
623,0,15219202,1740586855.503196
624,0,15244070,1740586855.529055
625,0,15268937,1740586855.554317
626,0,15293805,1740586855.580413
627,0,15318675,1740586855.603828
628,0,15343541,1740586855.627316
629,0,15368409,1740586855.652812
630,0,15393277,1740586855.680435
631,0,15418145,1740586855.704230
632,0,15443013,1740586855.726971
633,0,15467881,1740586855.752861
634,0,15492749,1740586855.777428
635,0,15517619,1740586855.802496
636,0,15542485,1740586855.827611
637,0,15567354,1740586855.852715
638,0,15592221,1740586855.876016
639,0,15617090,1740586855.901609
640,0,15641959,1740586855.925755
641,0,15666825,1740586855.952958
642,0,15691693,1740586855.978650
643,0,15716561,1740586856.000123
644,0,15741428,1740586856.026357
645,0,15766297,1740586856.049833
646,0,15791165,1740586856.078034
647,0,15816032,1740586856.101559
648,0,15840901,1740586856.124513
649,0,15865769,1740586856.150779
650,0,15890638,1740586856.174527
651,0,15915504,1740586856.203775
652,0,15940374,1740586856.224013
653,0,15965242,1740586856.249252
654,0,15990108,1740586856.274942
655,0,16014976,1740586856.299150
656,0,16039845,1740586856.326660
657,0,16064713,1740586856.348330
658,0,16089580,1740586856.373677
659,0,16114448,1740586856.400185
660,0,16139316,1740586856.423815
661,0,16164184,1740586856.448950
662,0,16189052,1740586856.473459
663,0,16213920,1740586856.498225
664,0,16238788,1740586856.525654
665,0,16263656,1740586856.548090
666,0,16288525,1740586856.573642
667,0,16313392,1740586856.597353
668,0,16338260,1740586856.623482
669,0,16363129,1740586856.647038
670,0,16387996,1740586856.672343
671,2,-1000,1740586856.695256
672,1,16412864,1740586856.708474
672,1,-1000,1740586856.710473
673,0,16437733,1740586856.724408
674,0,16462600,1740586856.747123
675,0,16487470,1740586856.771784
676,0,16512337,1740586856.795972
677,0,16537204,1740586856.822389
678,0,16562072,1740586856.845682
679,0,16586940,1740586856.870977
680,0,16611810,1740586856.895529
681,0,16636676,1740586856.920276
682,0,16661544,1740586856.947580
683,0,16686415,1740586856.969975
684,0,16711279,1740586856.997321
685,0,16736149,1740586857.019785
686,0,16761016,1740586857.045020
687,0,16785883,1740586857.071049
688,0,16810752,1740586857.095860
689,0,16835620,1740586857.121217
690,0,16860489,1740586857.144181
691,0,16885355,1740586857.169010
692,0,16910223,1740586857.197982
693,0,16935092,1740586857.219756
694,0,16959959,1740586857.244032
695,0,16984827,1740586857.270802
696,0,17009696,1740586857.294754
697,0,17034563,1740586857.324115
698,0,17059432,1740586857.345354
699,0,17084301,1740586857.368535
700,0,17109169,1740586857.393979
701,0,17134035,1740586857.418002
702,0,17158905,1740586857.445199
703,0,17183771,1740586857.467813
704,0,17208639,1740586857.494369
705,0,17233507,1740586857.517005
706,0,17258375,1740586857.543628
707,0,17283243,1740586857.569242
708,0,17308111,1740586857.591706
709,0,17332979,1740586857.619340
710,0,17357847,1740586857.641473
711,0,17382716,1740586857.667756
712,0,17407585,1740586857.692610
713,0,17432451,1740586857.717251
714,0,17457319,1740586857.743134
715,0,17482187,1740586857.765704
716,0,17507055,1740586857.791360
717,0,17531923,1740586857.816205
718,0,17556791,1740586857.841744
719,0,17581661,1740586857.865295
720,0,17606527,1740586857.890670
721,0,17631394,1740586857.917530
722,0,17656263,1740586857.940697
723,0,17681131,1740586857.966837
724,0,17706002,1740586857.989610
725,0,17730868,1740586858.014448
726,0,17755735,1740586858.042741
727,0,17780603,1740586858.066900
728,0,17805473,1740586858.089572
729,0,17830338,1740586858.114663
730,0,17855206,1740586858.140152
731,0,17880074,1740586858.164978
732,2,-1000,1740586858.186643
733,1,17904942,1740586858.196213
734,0,17929810,1740586858.215935
735,0,17954679,1740586858.238387
736,0,17979546,1740586858.264071
737,0,18004416,1740586858.287953
738,0,18029283,1740586858.313559
739,0,18054150,1740586858.337788
740,0,18079018,1740586858.362645
741,0,18103886,1740586858.387455
742,0,18128756,1740586858.412421
743,0,18153622,1740586858.440709
744,0,18178492,1740586858.463370
745,0,18203361,1740586858.487345
746,0,18228226,1740586858.513366
747,0,18253094,1740586858.536565
748,0,18277962,1740586858.564541
749,0,18302830,1740586858.586533
750,0,18327698,1740586858.611954
751,0,18352566,1740586858.636892
752,0,18377434,1740586858.662404
753,0,18402302,1740586858.688579
754,0,18427172,1740586858.711829
755,0,18452038,1740586858.735619
756,0,18476906,1740586858.764329
757,0,18501774,1740586858.786534
758,0,18526643,1740586858.814927
759,0,18551514,1740586858.837663
760,0,18576378,1740586858.860221
761,0,18601248,1740586858.886838
762,0,18626114,1740586858.910518
763,0,18650981,1740586858.937333
764,0,18675850,1740586858.959529
765,0,18700718,1740586858.986787
766,0,18725585,1740586859.010251
767,0,18750454,1740586859.034804
768,0,18775322,1740586859.060068
769,0,18800190,1740586859.084324
770,0,18825058,1740586859.110773
771,0,18849925,1740586859.135112
772,0,18874793,1740586859.159119
773,0,18899661,1740586859.186272
774,0,18924532,1740586859.208156
775,0,18949397,1740586859.234255
776,0,18974268,1740586859.260325
777,0,18999133,1740586859.282923
778,0,19024001,1740586859.311262
779,0,19048870,1740586859.332503
780,0,19073738,1740586859.360249
781,0,19098613,1740586859.382253
782,0,19123473,1740586859.408496
783,0,19148341,1740586859.434070
784,0,19173210,1740586859.457437
785,0,19198077,1740586859.482232
786,0,19222948,1740586859.509356
787,0,19247815,1740586859.531627
788,0,19272681,1740586859.559929
789,0,19297549,1740586859.581255
790,0,19322419,1740586859.608741
791,0,19347285,1740586859.630900
792,0,19372153,1740586859.656248
793,2,-1000,1740586859.678461
794,1,19397021,1740586859.688140
795,0,19421889,1740586859.707450
796,0,19446757,1740586859.732952
797,0,19471626,1740586859.755113
798,0,19496493,1740586859.780375
799,0,19521361,1740586859.807860
800,0,19546229,1740586859.829853
801,0,19571098,1740586859.854669
802,0,19595965,1740586859.879661
803,0,19620833,1740586859.904893
804,0,19645704,1740586859.932383
805,0,19670569,1740586859.954451
806,0,19695437,1740586859.979271
807,0,19720306,1740586860.004630
808,0,19745173,1740586860.029803
809,0,19770042,1740586860.056088
810,0,19794909,1740586860.079583
811,0,19819776,1740586860.103790
812,0,19844644,1740586860.128954
813,0,19869513,1740586860.154092
814,0,19894383,1740586860.180778
815,0,19919249,1740586860.202842
816,0,19944116,1740586860.231005
817,0,19968986,1740586860.253029
818,0,19993852,1740586860.280086
819,0,20018721,1740586860.304797
820,0,20043590,1740586860.330348
821,0,20068467,1740586860.355125
822,0,20093324,1740586860.379166
823,0,20118193,1740586860.404908
824,0,20143060,1740586860.427456
825,0,20167928,1740586860.454037
826,0,20192800,1740586860.476352
827,0,20217664,1740586860.501673
828,0,20242532,1740586860.528506
829,0,20267400,1740586860.551588
830,0,20292270,1740586860.576832
831,0,20317137,1740586860.600702
832,0,20342004,1740586860.626251
833,0,20366873,1740586860.651820
834,0,20391740,1740586860.678203
835,0,20416608,1740586860.700347
836,0,20441476,1740586860.725640
837,0,20466344,1740586860.751403
838,0,20491212,1740586860.774806
839,0,20516080,1740586860.801712
840,0,20540948,1740586860.826936
841,0,20565822,1740586860.849994
842,0,20590684,1740586860.877532
843,0,20615554,1740586860.899115
844,0,20640420,1740586860.926617
845,0,20665288,1740586860.949080
846,0,20690158,1740586860.975164
847,0,20715024,1740586860.998565
848,0,20739892,1740586861.024460
849,0,20764761,1740586861.050787
850,0,20789628,1740586861.073503
851,0,20814496,1740586861.100649
852,0,20839365,1740586861.123349
853,0,20864232,1740586861.150365
854,2,-1000,1740586861.170665
855,1,20889100,1740586861.182535
855,1,-1000,1740586861.184664
856,0,20913968,1740586861.204900
857,0,20938836,1740586861.224923
858,0,20963704,1740586861.247494
859,0,20988572,1740586861.272447
860,0,21013439,1740586861.298447
861,0,21038308,1740586861.322982
862,0,21063176,1740586861.347077
863,0,21088045,1740586861.372891
864,0,21112911,1740586861.396796
865,0,21137780,1740586861.424455
866,0,21162648,1740586861.446715
867,0,21187515,1740586861.471368
868,0,21212383,1740586861.496963
869,0,21237253,1740586861.522984
870,0,21262119,1740586861.550883
