index, frame_type, GPU Time, time.time()
850,0,20789744,1740586861.075387
851,0,20814613,1740586861.099085
852,0,20839480,1740586861.126044
853,0,20864350,1740586861.148325
854,2,-1000,1740586861.171791
855,1,20889217,1740586861.181885
856,0,20914085,1740586861.202657
857,0,20938965,1740586861.223378
858,0,20963822,1740586861.249228
859,0,20988689,1740586861.273828
860,0,21013557,1740586861.300673
861,0,21038427,1740586861.322823
862,0,21063293,1740586861.347810
863,0,21088162,1740586861.372656
864,0,21113033,1740586861.398317
865,0,21137898,1740586861.425658
866,0,21162766,1740586861.448820
867,0,21187634,1740586861.472712
868,0,21212507,1740586861.497627
869,0,21237371,1740586861.521147
870,0,21262239,1740586861.549945
871,0,21287108,1740586861.573805
872,0,21311975,1740586861.595841
873,0,21336843,1740586861.624022
874,0,21361713,1740586861.648015
875,0,21386579,1740586861.673225
876,0,21411448,1740586861.698491
877,0,21436316,1740586861.724151
878,0,21461183,1740586861.747104
879,0,21486052,1740586861.772113
880,0,21510920,1740586861.798185
881,0,21535791,1740586861.822314
882,0,21560656,1740586861.845901
883,0,21585524,1740586861.872910
884,0,21610397,1740586861.895686
885,0,21635261,1740586861.921852
886,0,21660132,1740586861.945506
887,0,21684996,1740586861.968858
888,0,21709865,1740586861.995962
889,0,21734733,1740586862.020340
890,0,21759601,1740586862.044708
891,0,21784472,1740586862.070074
892,0,21809338,1740586862.094448
893,0,21834205,1740586862.120376
894,0,21859073,1740586862.144567
895,0,21883941,1740586862.172183
896,0,21908810,1740586862.192342
897,0,21933678,1740586862.221129
898,0,21958546,1740586862.242277
899,0,21983414,1740586862.269033
900,0,22008282,1740586862.294685
901,0,22033153,1740586862.319265
902,0,22058018,1740586862.344377
903,0,22082886,1740586862.367486
904,0,22107757,1740586862.393891
905,0,22132623,1740586862.419569
906,0,22157492,1740586862.441341
907,0,22182360,1740586862.468710
908,0,22207227,1740586862.493088
909,0,22232095,1740586862.518673
910,0,22256963,1740586862.543387
911,0,22281831,1740586862.569272
912,0,22306700,1740586862.590653
913,0,22331567,1740586862.618263
914,0,22356437,1740586862.640683
915,2,-1000,1740586862.664270
916,1,22381304,1740586862.676417
916,1,-1000,1740586862.678048
917,0,22406172,1740586862.696870
918,0,22431041,1740586862.716984
919,0,22455908,1740586862.739935
920,0,22480776,1740586862.764381
921,0,22505645,1740586862.791161
922,0,22530513,1740586862.814225
923,0,22555380,1740586862.839389
924,0,22580249,1740586862.866460
925,0,22605117,1740586862.888973
926,0,22629985,1740586862.916129
927,0,22654854,1740586862.939126
928,0,22679724,1740586862.964580
929,0,22704589,1740586862.989037
930,0,22729457,1740586863.015529
931,0,22754327,1740586863.041574
932,0,22779194,1740586863.062635
933,0,22804062,1740586863.090158
934,0,22828930,1740586863.115983
935,0,22853798,1740586863.139298
936,0,22878666,1740586863.166343
937,0,22903534,1740586863.188038
938,0,22928404,1740586863.213415
939,0,22953271,1740586863.237964
940,0,22978139,1740586863.261945
941,0,23003008,1740586863.290036
942,0,23027875,1740586863.313878
943,0,23052743,1740586863.337237
944,0,23077613,1740586863.361957
945,0,23102479,1740586863.387366
946,0,23127347,1740586863.412657
947,0,23152216,1740586863.439120
948,0,23177083,1740586863.460969
949,0,23201951,1740586863.489335
950,0,23226820,1740586863.513029
951,0,23251689,1740586863.537246
952,0,23276556,1740586863.561551
953,0,23301424,1740586863.586804
954,0,23326292,1740586863.609913
955,0,23351160,1740586863.636795
956,0,23376028,1740586863.661504
957,0,23400897,1740586863.688625
958,0,23425764,1740586863.711648
959,0,23450632,1740586863.735924
960,0,23475501,1740586863.761227
961,0,23500372,1740586863.787202
962,0,23525239,1740586863.810312
963,0,23550105,1740586863.834610
964,0,23574974,1740586863.860173
965,0,23599842,1740586863.883467
966,0,23624709,1740586863.911834
967,0,23649579,1740586863.934061
968,0,23674446,1740586863.960151
969,0,23699314,1740586863.985372
970,0,23724183,1740586864.007746
971,0,23749051,1740586864.036378
972,0,23773918,1740586864.057673
973,0,23798786,1740586864.084026
974,0,23823656,1740586864.109047
975,0,23848523,1740586864.133668
976,2,-1000,1740586864.155366
977,1,23873390,1740586864.168044
977,1,-1000,1740586864.171811
978,0,23898260,1740586864.186505
979,0,23923127,1740586864.208887
980,0,23947995,1740586864.235429
981,0,23972864,1740586864.257028
982,0,23997731,1740586864.282511
983,0,24022601,1740586864.306072
984,0,24047467,1740586864.331519
985,0,24072337,1740586864.356019
986,0,24097204,1740586864.381194
987,0,24122072,1740586864.408257
988,0,24146943,1740586864.432022
989,0,24171808,1740586864.455453
990,0,24196677,1740586864.482105
991,0,24221544,1740586864.506562
992,0,24246412,1740586864.533216
993,0,24271281,1740586864.557587
994,0,24296152,1740586864.582353
995,0,24321016,1740586864.604641
996,0,24345885,1740586864.631317
997,0,24370753,1740586864.657290
998,0,24395624,1740586864.679346
999,0,24420489,1740586864.706633
1000,0,24445358,1740586864.729183
1001,0,24470225,1740586864.755354
1002,0,24495093,1740586864.783325
1003,0,24519962,1740586864.806489
1004,0,24544830,1740586864.829087
1005,0,24569698,1740586864.857776
1006,0,24594566,1740586864.879146
1007,0,24619436,1740586864.908069
1008,0,24644303,1740586864.930633
1009,0,24669173,1740586864.953140
1010,0,24694038,1740586864.979778
1011,0,24718908,1740586865.005749
1012,0,24743775,1740586865.031671
1013,0,24768644,1740586865.054502
1014,0,24793511,1740586865.079138
1015,0,24818379,1740586865.102060
1016,0,24843247,1740586865.129415
1017,0,24868115,1740586865.155019
1018,0,24892984,1740586865.180021
1019,0,24917852,1740586865.204270
1020,0,24942720,1740586865.228136
1021,0,24967591,1740586865.254347
1022,0,24992456,1740586865.280322
1023,0,25017325,1740586865.303743
1024,0,25042192,1740586865.327722
1025,0,25067060,1740586865.353740
1026,0,25091928,1740586865.376221
1027,0,25116797,1740586865.404290
1028,0,25141666,1740586865.427225
1029,0,25166534,1740586865.453460
1030,0,25191401,1740586865.476655
1031,0,25216272,1740586865.500777
1032,0,25241137,1740586865.528868
1033,0,25266006,1740586865.552410
1034,0,25290874,1740586865.574722
1035,0,25315741,1740586865.602518
1036,0,25340609,1740586865.624919
1037,2,-1000,1740586865.647350
1038,1,25365479,1740586865.662595
1038,1,-1000,1740586865.666127
1039,0,25390346,1740586865.681451
1040,0,25415214,1740586865.702151
1041,0,25440082,1740586865.724329
1042,0,25464952,1740586865.750421
1043,0,25489821,1740586865.775357
1044,0,25514687,1740586865.798570
1045,0,25539555,1740586865.823709
1046,0,25564422,1740586865.850061
1047,0,25589291,1740586865.875955
1048,0,25614160,1740586865.900848
1049,0,25639028,1740586865.922417
1050,0,25663895,1740586865.949839
1051,0,25688763,1740586865.974122
1052,0,25713631,1740586866.000112
1053,0,25738499,1740586866.027041
1054,0,25763367,1740586866.047251
1055,0,25788237,1740586866.073914
1056,0,25813105,1740586866.096841
1057,0,25837972,1740586866.123959
1058,0,25862841,1740586866.149344
1059,0,25887708,1740586866.171513
1060,0,25912576,1740586866.198140
1061,0,25937444,1740586866.220989
1062,0,25962312,1740586866.250343
1063,0,25987180,1740586866.274938
1064,0,26012049,1740586866.295797
1065,0,26036918,1740586866.324069
1066,0,26061785,1740586866.347718
1067,0,26086653,1740586866.371467
1068,0,26111523,1740586866.400508
1069,0,26136418,1740586866.423014
1070,0,26161258,1740586866.446879
1071,0,26186125,1740586866.472689
1072,0,26210994,1740586866.495889
1073,0,26235862,1740586866.523903
1074,0,26260730,1740586866.547261
1075,0,26285598,1740586866.571920
1076,0,26310468,1740586866.596273
1077,0,26335334,1740586866.619879
1078,0,26360203,1740586866.647294
1079,0,26385071,1740586866.669493
1080,0,26409939,1740586866.696330
1081,0,26434806,1740586866.721742
1082,0,26459675,1740586866.743508
1083,0,26484543,1740586866.772552
1084,0,26509411,1740586866.793694
1085,0,26534279,1740586866.822003
1086,0,26559147,1740586866.845120
1087,0,26584016,1740586866.869630
1088,0,26608884,1740586866.895996
1089,0,26633751,1740586866.921165
1090,0,26658620,1740586866.943274
1091,0,26683490,1740586866.969989
1092,0,26708356,1740586866.992876
1093,0,26733224,1740586867.021832
1094,0,26758093,1740586867.043544
1095,0,26782960,1740586867.069875
1096,0,26807828,1740586867.094110
1097,0,26832697,1740586867.118931
1098,2,-1000,1740586867.138982
1099,1,26857564,1740586867.150615
1099,1,-1000,1740586867.155172
1100,0,26882433,1740586867.174012
1101,0,26907301,1740586867.193852
1102,0,26932172,1740586867.217547
1103,0,26957037,1740586867.241701
1104,0,26981911,1740586867.267296
1105,0,27006773,1740586867.290029
1106,0,27031641,1740586867.316948
1107,0,27056509,1740586867.339799
1108,0,27081378,1740586867.365274
1109,0,27106245,1740586867.390886
1110,0,27131114,1740586867.415125
1111,0,27155982,1740586867.441528
1112,0,27180853,1740586867.465028
1113,0,27205718,1740586867.490190
1114,0,27230586,1740586867.515141
1115,0,27255455,1740586867.541116
1116,0,27280324,1740586867.565108
1117,0,27305190,1740586867.588603
1118,0,27330059,1740586867.616190
1119,0,27354927,1740586867.640864
1120,0,27379795,1740586867.663699
1121,0,27404663,1740586867.690194
1122,0,27429531,1740586867.718445
1123,0,27454399,1740586867.741227
1124,0,27479267,1740586867.765906
1125,0,27504137,1740586867.788997
1126,0,27529006,1740586867.814484
1127,0,27553871,1740586867.839130
1128,0,27578740,1740586867.863051
1129,0,27603608,1740586867.889516
1130,0,27628476,1740586867.913984
1131,0,27653344,1740586867.937270
1132,0,27678212,1740586867.963107
1133,0,27703080,1740586867.989192
1134,0,27727948,1740586868.013786
1135,0,27752818,1740586868.037661
1136,0,27777684,1740586868.061066
1137,0,27802553,1740586868.087669
1138,0,27827421,1740586868.112970
1139,0,27852289,1740586868.137557
1140,0,27877157,1740586868.162123
1141,0,27902025,1740586868.186221
1142,0,27926893,1740586868.212651
1143,0,27951761,1740586868.237094
1144,0,27976639,1740586868.262487
1145,0,28001499,1740586868.287019
1146,0,28026366,1740586868.310344
1147,0,28051234,1740586868.335124
1148,0,28076104,1740586868.360862
1149,0,28100970,1740586868.387473
1150,0,28125838,1740586868.409892
1151,0,28150707,1740586868.435755
1152,0,28175580,1740586868.461322
1153,0,28200444,1740586868.484847
1154,0,28225311,1740586868.511768
1155,0,28250179,1740586868.536823
1156,0,28275049,1740586868.559174
1157,0,28299915,1740586868.584040
1158,0,28324784,1740586868.609989
1159,2,-1000,1740586868.630103
1160,1,28349651,1740586868.643432
1160,1,-1000,1740586868.646572
1161,0,28374519,1740586868.664457
1162,0,28399390,1740586868.685011
1163,0,28424255,1740586868.708079
1164,0,28449124,1740586868.732684
1165,0,28473991,1740586868.759566
1166,0,28498860,1740586868.782634
1167,0,28523728,1740586868.806986
1168,0,28548596,1740586868.832145
1169,0,28573465,1740586868.857009
1170,0,28598332,1740586868.884318
1171,0,28623203,1740586868.906615
1172,0,28648071,1740586868.931512
1173,0,28672937,1740586868.959327
1174,0,28697805,1740586868.982190
1175,0,28722673,1740586869.008993
1176,0,28747544,1740586869.032227
1177,0,28772409,1740586869.056925
1178,0,28797278,1740586869.081084
1179,0,28822145,1740586869.106711
1180,0,28847013,1740586869.133728
1181,0,28871882,1740586869.155659
1182,0,28896752,1740586869.181162
1183,0,28921618,1740586869.207606
1184,0,28946487,1740586869.230516
1185,0,28971354,1740586869.258374
1186,0,28996222,1740586869.282451
1187,0,29021090,1740586869.306867
1188,0,29045959,1740586869.332129
1189,0,29070827,1740586869.354247
1190,0,29095694,1740586869.382077
1191,0,29120563,1740586869.404346
1192,0,29145433,1740586869.431260
1193,0,29170299,1740586869.456959
1194,0,29195167,1740586869.478557
1195,0,29220036,1740586869.506621
1196,0,29244904,1740586869.529625
1197,0,29269771,1740586869.555657
1198,0,29294640,1740586869.580594
1199,0,29319508,1740586869.603628
1200,0,29344376,1740586869.629565
1201,0,29369244,1740586869.654089
1202,0,29394112,1740586869.677679
1203,0,29418980,1740586869.706704
1204,0,29443848,1740586869.727638
1205,0,29468718,1740586869.754210
1206,0,29493585,1740586869.777809
1207,0,29518453,1740586869.804710
1208,0,29543321,1740586869.827111
1209,0,29568189,1740586869.853162
1210,0,29593057,1740586869.878171
1211,0,29617926,1740586869.902447
1212,0,29642795,1740586869.927949
1213,0,29667661,1740586869.952307
1214,0,29692529,1740586869.976318
1215,0,29717399,1740586870.003927
1216,0,29742266,1740586870.026651
1217,0,29767133,1740586870.052084
1218,0,29792001,1740586870.075996
1219,0,29816882,1740586870.100860
1220,2,-1000,1740586870.122448
1221,1,29841738,1740586870.133973
1221,1,-1000,1740586870.135827
1222,0,29866607,1740586870.153938
1223,0,29891474,1740586870.176890
1224,0,29916342,1740586870.199894
1225,0,29941214,1740586870.224289
1226,0,29966078,1740586870.251833
1227,0,29990947,1740586870.272899
1228,0,30015815,1740586870.299390
1229,0,30040685,1740586870.323878
1230,0,30065551,1740586870.348538
1231,0,30090419,1740586870.376141
1232,0,30115290,1740586870.398396
1233,0,30140155,1740586870.424236
1234,0,30165025,1740586870.449648
1235,0,30189891,1740586870.473056
1236,0,30214759,1740586870.501266
1237,0,30239628,1740586870.524436
1238,0,30264496,1740586870.547932
1239,0,30289367,1740586870.573581
1240,0,30314232,1740586870.598069
1241,0,30339100,1740586870.624415
1242,0,30363972,1740586870.647725
1243,0,30388837,1740586870.672537
1244,0,30413706,1740586870.698895
1245,0,30438573,1740586870.722802
1246,0,30463441,1740586870.749511
1247,0,30488310,1740586870.772318
1248,0,30513177,1740586870.797436
1249,0,30538048,1740586870.821516
1250,0,30562913,1740586870.846874
1251,0,30587781,1740586870.874935
1252,0,30612652,1740586870.895893
1253,0,30637518,1740586870.924242
1254,0,30662386,1740586870.945720
1255,0,30687254,1740586870.971723
1256,0,30712122,1740586870.998495
1257,0,30736990,1740586871.020258
1258,0,30761858,1740586871.048164
1259,0,30786729,1740586871.070189
1260,0,30811594,1740586871.095445
1261,0,30836463,1740586871.124200
1262,0,30861332,1740586871.144608
1263,0,30886199,1740586871.171084
1264,0,30911067,1740586871.195381
1265,0,30935936,1740586871.219728
1266,0,30960803,1740586871.247984
1267,0,30985672,1740586871.269977
1268,0,31010539,1740586871.294919
1269,0,31035410,1740586871.319829
1270,0,31060276,1740586871.344027
1271,0,31085144,1740586871.371246
1272,0,31110013,1740586871.393992
1273,0,31134880,1740586871.418700
1274,0,31159749,1740586871.443855
1275,0,31184617,1740586871.468506
1276,0,31209484,1740586871.495183
1277,0,31234353,1740586871.518169
1278,0,31259220,1740586871.543209
1279,0,31284091,1740586871.568997
1280,0,31308957,1740586871.592119
1281,2,-1000,1740586871.617196
1282,1,31333825,1740586871.625922
1283,0,31358693,1740586871.644465
1284,0,31383561,1740586871.667452
1285,0,31408436,1740586871.691557
1286,0,31433300,1740586871.716488
1287,0,31458166,1740586871.743687
1288,0,31483034,1740586871.766221
1289,0,31507902,1740586871.791846
1290,0,31532771,1740586871.816982
1291,0,31557638,1740586871.840883
1292,0,31582506,1740586871.869518
1293,0,31607375,1740586871.891254
1294,0,31632242,1740586871.916143
1295,0,31657114,1740586871.941593
1296,0,31681980,1740586871.965743
1297,0,31706846,1740586871.992527
1298,0,31731715,1740586872.016124
1299,0,31756584,1740586872.040852
1300,0,31781453,1740586872.066314
1301,0,31806319,1740586872.091467
1302,0,31831188,1740586872.117537
1303,0,31856056,1740586872.139767
1304,0,31880923,1740586872.164585
1305,0,31905795,1740586872.190063
1306,0,31930660,1740586872.214958
1307,0,31955528,1740586872.241472
1308,0,31980396,1740586872.264330
1309,0,32005265,1740586872.289251
1310,0,32030135,1740586872.314575
1311,0,32055000,1740586872.339162
1312,0,32079870,1740586872.365571
1313,0,32104737,1740586872.390166
1314,0,32129605,1740586872.413771
1315,0,32154477,1740586872.438169
1316,0,32179341,1740586872.463576
1317,0,32204209,1740586872.490199
1318,0,32229077,1740586872.512944
1319,0,32253946,1740586872.540267
1320,0,32278815,1740586872.562061
1321,0,32303681,1740586872.587574
1322,0,32328552,1740586872.615348
1323,0,32353418,1740586872.637222
1324,0,32378286,1740586872.662233
1325,0,32403158,1740586872.686827
1326,0,32428022,1740586872.711752
1327,0,32452890,1740586872.741864
1328,0,32477759,1740586872.761381
1329,0,32502626,1740586872.787002
1330,0,32527530,1740586872.810647
1331,0,32552363,1740586872.836953
1332,0,32577232,1740586872.864143
1333,0,32602099,1740586872.885842
1334,0,32626967,1740586872.911156
1335,0,32651839,1740586872.936072
1336,0,32676703,1740586872.959771
1337,0,32701571,1740586872.989233
1338,0,32726440,1740586873.009856
1339,0,32751308,1740586873.035449
1340,0,32776179,1740586873.059648
1341,0,32801043,1740586873.084324
1342,2,-1000,1740586873.107440
1343,1,32825912,1740586873.120164
1343,1,-1000,1740586873.122401
1344,0,32850780,1740586873.138324
1345,0,32875648,1740586873.162131
1346,0,32900519,1740586873.183838
1347,0,32925384,1740586873.208480
1348,0,32950252,1740586873.235293
1349,0,32975121,1740586873.258118
1350,0,32999989,1740586873.283456
1351,0,33024858,1740586873.310239
1352,0,33049726,1740586873.335123
1353,0,33074593,1740586873.362058
1354,0,33099462,1740586873.384564
1355,0,33124329,1740586873.411687
1356,0,33149200,1740586873.435407
1357,0,33174066,1740586873.457188
1358,0,33198933,1740586873.485857
1359,0,33223802,1740586873.508162
1360,0,33248670,1740586873.532552
1361,0,33273541,1740586873.558157
1362,0,33298406,1740586873.581564
1363,0,33323274,1740586873.609961
1364,0,33348143,1740586873.633022
1365,0,33373010,1740586873.659421
1366,0,33397898,1740586873.682179
1367,0,33422746,1740586873.706574
1368,0,33447615,1740586873.733242
1369,0,33472484,1740586873.756676
1370,0,33497351,1740586873.781660
1371,0,33522221,1740586873.807477
1372,0,33547087,1740586873.830941
1373,0,33571955,1740586873.858656
1374,0,33596824,1740586873.881116
1375,0,33621691,1740586873.907326
1376,0,33646562,1740586873.930874
1377,0,33671428,1740586873.957229
1378,0,33696296,1740586873.982282
1379,0,33721166,1740586874.005280
1380,0,33746032,1740586874.030201
1381,0,33770902,1740586874.054322
1382,0,33795770,1740586874.079520
1383,0,33820636,1740586874.108285
1384,0,33845505,1740586874.128718
1385,0,33870373,1740586874.155971
1386,0,33895244,1740586874.178665
1387,0,33920109,1740586874.204518
1388,0,33944977,1740586874.232542
1389,0,33969847,1740586874.253199
1390,0,33994713,1740586874.278889
1391,0,34019582,1740586874.305559
1392,0,34044451,1740586874.327665
1393,0,34069317,1740586874.356601
1394,0,34094186,1740586874.377782
1395,0,34119054,1740586874.406091
1396,0,34143923,1740586874.428588
1397,0,34168790,1740586874.452286
1398,0,34193658,1740586874.480513
1399,0,34218528,1740586874.502059
1400,0,34243394,1740586874.528116
1401,0,34268265,1740586874.551934
1402,0,34293132,1740586874.576944
1403,2,-1000,1740586874.601494
1404,1,34317999,1740586874.611697
1404,1,-1000,1740586874.613662
1405,0,34342867,1740586874.629946
1406,0,34367738,1740586874.654673
1407,0,34392605,1740586874.676050
1408,0,34417471,1740586874.700425
1409,0,34442339,1740586874.727633
1410,0,34467211,1740586874.751737
1411,0,34492076,1740586874.776026
1412,0,34516944,1740586874.800118
1413,0,34541812,1740586874.824949
1414,0,34566680,1740586874.853129
1415,0,34591548,1740586874.874746
1416,0,34616418,1740586874.900602
1417,0,34641285,1740586874.925522
1418,0,34666154,1740586874.950054
1419,0,34691020,1740586874.976890
1420,0,34715890,1740586875.000353
1421,0,34740757,1740586875.024739
1422,0,34765625,1740586875.050071
1423,0,34790493,1740586875.074428
1424,0,34815361,1740586875.100809
1425,0,34840229,1740586875.124040
1426,0,34865099,1740586875.151664
1427,0,34889968,1740586875.173308
1428,0,34914834,1740586875.199200
1429,0,34939701,1740586875.226974
1430,0,34964570,1740586875.247815
1431,0,34989438,1740586875.276784
1432,0,35014306,1740586875.299119
1433,0,35039174,1740586875.322547
1434,0,35064042,1740586875.351006
1435,0,35088911,1740586875.373598
1436,0,35113781,1740586875.397808
1437,0,35138648,1740586875.423004
1438,0,35163514,1740586875.446666
1439,0,35188383,1740586875.476281
1440,0,35213253,1740586875.497554
1441,0,35238122,1740586875.523126
1442,0,35262989,1740586875.547156
1443,0,35287856,1740586875.572000
1444,0,35312723,1740586875.598450
1445,0,35337591,1740586875.621677
1446,0,35362461,1740586875.646114
1447,0,35387329,1740586875.672404
1448,0,35412196,1740586875.695854
1449,0,35437065,1740586875.722518
1450,0,35461932,1740586875.745746
1451,0,35486800,1740586875.770876
1452,0,35511670,1740586875.795036
1453,0,35536536,1740586875.820899
1454,0,35561404,1740586875.848422
1455,0,35586274,1740586875.869424
1456,0,35611141,1740586875.897217
1457,0,35636012,1740586875.920513
1458,0,35660877,1740586875.944083
1459,0,35685746,1740586875.972597
1460,0,35710614,1740586875.993796
1461,0,35735481,1740586876.019517
1462,0,35760352,1740586876.043420
1463,0,35785218,1740586876.069563
1464,2,-1000,1740586876.091269
1465,1,35810085,1740586876.104199
1465,1,-1000,1740586876.106318
1466,0,35834954,1740586876.122154
1467,0,35859822,1740586876.145998
1468,0,35884690,1740586876.167798
1469,0,35909558,1740586876.192515
1470,0,35934427,1740586876.219428
1471,0,35959294,1740586876.242397
1472,0,35984162,1740586876.267533
1473,0,36009032,1740586876.292284
1474,0,36033899,1740586876.316956
1475,0,36058767,1740586876.343986
1476,0,36083636,1740586876.366750
1477,0,36108503,1740586876.392374
1478,0,36133373,1740586876.418222
1479,0,36158239,1740586876.442167
1480,0,36183107,1740586876.468894
1481,0,36207996,1740586876.491966
1482,0,36232844,1740586876.516086
1483,0,36257715,1740586876.541884
1484,0,36282580,1740586876.567074
1485,0,36307448,1740586876.592799
1486,0,36332318,1740586876.616102
1487,0,36357184,1740586876.643218
1488,0,36382053,1740586876.665149
1489,0,36406920,1740586876.691785
1490,0,36431788,1740586876.717207
1491,0,36456657,1740586876.741009
1492,0,36481525,1740586876.768170
1493,0,36506395,1740586876.790724
1494,0,36531261,1740586876.814916
1495,0,36556129,1740586876.842481
1496,0,36581000,1740586876.864133
1497,0,36605865,1740586876.889704
1498,0,36630734,1740586876.913868
1499,0,36655602,1740586876.940231
1500,0,36680470,1740586876.967410
1501,0,36705338,1740586876.988897
1502,0,36730206,1740586877.016761
1503,0,36755078,1740586877.039815
1504,0,36779943,1740586877.063259
1505,0,36804810,1740586877.091868
1506,0,36829682,1740586877.115046
1507,0,36854547,1740586877.137824
1508,0,36879415,1740586877.166261
1509,0,36904283,1740586877.187878
1510,0,36929151,1740586877.215788
1511,0,36954021,1740586877.239542
1512,0,36978887,1740586877.262483
1513,0,37003755,1740586877.289995
1514,0,37028624,1740586877.312810
1515,0,37053491,1740586877.338626
1516,0,37078393,1740586877.363540
1517,0,37103228,1740586877.389128
1518,0,37128096,1740586877.412172
1519,0,37152965,1740586877.436627
1520,0,37177832,1740586877.462553
1521,0,37202700,1740586877.487450
1522,0,37227570,1740586877.511499
1523,0,37252436,1740586877.539028
1524,0,37277305,1740586877.560756
1525,2,-1000,1740586877.582837
1526,1,37302172,1740586877.595946
1526,1,-1000,1740586877.597582
1527,0,37327043,1740586877.613877
1528,0,37351909,1740586877.636581
1529,0,37376777,1740586877.660586
1530,0,37401647,1740586877.684936
1531,0,37426513,1740586877.712367
1532,0,37451381,1740586877.736383
1533,0,37476249,1740586877.762013
1534,0,37501118,1740586877.784873
1535,0,37525986,1740586877.809192
1536,0,37550854,1740586877.837328
1537,0,37575722,1740586877.860751
1538,0,37600590,1740586877.886189
1539,0,37625458,1740586877.911415
1540,0,37650328,1740586877.933810
1541,0,37675194,1740586877.961481
1542,0,37700063,1740586877.985778
1543,0,37724931,1740586878.010212
1544,0,37749799,1740586878.036481
1545,0,37774667,1740586878.058770
1546,0,37799536,1740586878.085374
1547,0,37824403,1740586878.110018
1548,0,37849271,1740586878.134038
1549,0,37874139,1740586878.157402
1550,0,37899009,1740586878.183314
1551,0,37923875,1740586878.210401
1552,0,37948744,1740586878.232463
1553,0,37973613,1740586878.259257
1554,0,37998480,1740586878.282081
1555,0,38023348,1740586878.308996
1556,0,38048228,1740586878.336163
1557,0,38073085,1740586878.357064
1558,0,38097953,1740586878.384347
1559,0,38122821,1740586878.406645
1560,0,38147689,1740586878.433251
1561,0,38172557,1740586878.459454
1562,0,38197425,1740586878.480909
1563,0,38222295,1740586878.510477
1564,0,38247162,1740586878.533617
1565,0,38272030,1740586878.556930
1566,0,38296899,1740586878.586920
1567,0,38321766,1740586878.605685
1568,0,38346634,1740586878.631989
1569,0,38371502,1740586878.658306
1570,0,38396370,1740586878.680185
1571,0,38421238,1740586878.708026
1572,0,38446107,1740586878.731470
1573,0,38470975,1740586878.755197
1574,0,38495842,1740586878.781365
1575,0,38520710,1740586878.807344
1576,0,38545582,1740586878.832682
1577,0,38570447,1740586878.856761
1578,0,38595315,1740586878.879581
1579,0,38620184,1740586878.916156
1580,0,38645051,1740586878.929060
1581,0,38669919,1740586878.956772
1582,0,38694788,1740586878.978955
1583,0,38719655,1740586879.003168
1584,0,38744523,1740586879.030120
1585,0,38769392,1740586879.053360
1586,2,-1000,1740586879.077790
1587,1,38794262,1740586879.086636
1588,0,38819128,1740586879.106199
1589,0,38843996,1740586879.129930
1590,0,38868865,1740586879.152718
1591,0,38893732,1740586879.177955
1592,0,38918600,1740586879.205502
1593,0,38943469,1740586879.227295
1594,0,38968337,1740586879.253433
1595,0,38993205,1740586879.276525
1596,0,39018074,1740586879.303933
1597,0,39042942,1740586879.329823
1598,0,39067822,1740586879.352306
1599,0,39092677,1740586879.378289
1600,0,39117547,1740586879.403953
1601,0,39142414,1740586879.426771
1602,0,39167282,1740586879.455250
1603,0,39192150,1740586879.477773
1604,0,39217018,1740586879.501107
1605,0,39241886,1740586879.529258
1606,0,39266754,1740586879.551841
1607,0,39291622,1740586879.579068
1608,0,39316492,1740586879.604914
1609,0,39341360,1740586879.625185
1610,0,39366229,1740586879.652241
1611,0,39391094,1740586879.675338
1612,0,39415963,1740586879.703859
1613,0,39440832,1740586879.726653
1614,0,39465699,1740586879.748972
1615,0,39490567,1740586879.776920
1616,0,39515436,1740586879.800454
1617,0,39540304,1740586879.828719
1618,0,39565172,1740586879.852015
1619,0,39590040,1740586879.874013
1620,0,39614909,1740586879.902002
1621,0,39639776,1740586879.925932
1622,0,39664646,1740586879.949858
1623,0,39689513,1740586879.975401
1624,0,39714380,1740586879.997942
1625,0,39739248,1740586880.024650
1626,0,39764117,1740586880.048720
1627,0,39788984,1740586880.074898
1628,0,39813853,1740586880.098206
1629,0,39838720,1740586880.124681
1630,0,39863589,1740586880.146873
1631,0,39888460,1740586880.174241
1632,0,39913325,1740586880.199259
1633,0,39938195,1740586880.224133
1634,0,39963062,1740586880.248179
1635,0,39987929,1740586880.274132
1636,0,40012799,1740586880.298274
1637,0,40037666,1740586880.325238
1638,0,40062534,1740586880.348344
1639,0,40087402,1740586880.372192
1640,0,40112270,1740586880.397654
1641,0,40137138,1740586880.422251
1642,0,40162006,1740586880.447454
1643,0,40186876,1740586880.471444
1644,0,40211742,1740586880.495261
1645,0,40236610,1740586880.523567
1646,0,40261481,1740586880.547346
1647,2,-1000,1740586880.567514
1648,1,40286347,1740586880.580827
1648,1,-1000,1740586880.586068
1649,0,40311216,1740586880.599242
1650,0,40336084,1740586880.621831
1651,0,40360952,1740586880.644513
1652,0,40385819,1740586880.669230
1653,0,40410687,1740586880.696731
1654,0,40435557,1740586880.719590
1655,0,40460423,1740586880.746074
1656,0,40485291,1740586880.770335
1657,0,40510163,1740586880.794044
1658,0,40535028,1740586880.821185
1659,0,40559897,1740586880.843747
1660,0,40584764,1740586880.868273
1661,0,40609633,1740586880.895685
1662,0,40634501,1740586880.920316
1663,0,40659368,1740586880.949962
1664,0,40684237,1740586880.970057
1665,0,40709105,1740586880.995415
1666,0,40733973,1740586881.018988
1667,0,40758843,1740586881.045658
1668,0,40783709,1740586881.072393
1669,0,40808578,1740586881.094266
